input_doc	distance	class	class_match	keyword_match	ref_match
epidemiology	1.9539925233402755e-14	epidemiology	1	8	1
epidemiology	0.004918507225879387	epidemiology	1	1	0
epidemiology	0.007916361224870827	epidemiology	1	0	0
epidemiology	0.009076884765476967	epidemiology	1	0	0
epidemiology	0.009116279857610987	epidemiology	1	0	0
epidemiology	0.00918440208989002	epidemiology	1	0	0
epidemiology	0.015532310750473233	epidemiology	1	0	0
epidemiology	0.016294282354219702	ecology	0	0	0
epidemiology	0.017696088520204323	evolutionary biology	0	0	0
epidemiology	0.021504649276851584	ecology	0	0	0
epidemiology	0.026427027535623315	epidemiology	1	0	0
epidemiology	0.0341735349380522	epidemiology	1	0	0
epidemiology	0.03644573782241334	bioengineering	0	0	0
epidemiology	0.036807006327110536	ecology	0	0	0
epidemiology	0.04023453667439836	epidemiology	1	0	0
epidemiology	0.04175008187796769	pathology	0	0	0
epidemiology	0.043518618656660846	epidemiology	1	0	0
epidemiology	0.04957626838528317	epidemiology	1	0	0
epidemiology	0.051972505204412545	microbiology	0	0	0
epidemiology	0.055263397106961154	epidemiology	1	0	0
epidemiology	0.05934783170051172	microbiology	0	0	0
epidemiology	0.06034401337628892	epidemiology	1	0	0
epidemiology	0.0608082700682403	epidemiology	1	0	0
epidemiology	0.06125377807245935	evolutionary biology	0	0	0
epidemiology	0.0625640840752889	ecology	0	0	0
epidemiology	0.0643093033094263	epidemiology	1	0	0
epidemiology	0.07058731817988784	ecology	0	0	0
epidemiology	0.07137183136438274	epidemiology	1	0	0
epidemiology	0.07294280805764486	epidemiology	1	0	0
epidemiology	0.07567033384055588	ecology	0	0	0
epidemiology	0.08092903235984839	epidemiology	1	0	0
epidemiology	0.08126842107543453	evolutionary biology	0	0	0
epidemiology	0.08833140618718038	epidemiology	1	0	0
epidemiology	0.09284520569930388	zoology	0	0	0
epidemiology	0.09346945825168085	epidemiology	1	0	0
epidemiology	0.09440472159717683	ecology	0	0	0
epidemiology	0.09577163866080274	epidemiology	1	0	0
epidemiology	0.09846401372709734	epidemiology	1	0	0
epidemiology	0.10021881689059586	epidemiology	1	0	0
epidemiology	0.1006173186851066	epidemiology	1	0	0
epidemiology	0.10176602613201391	epidemiology	1	0	0
epidemiology	0.10290469198227681	epidemiology	1	0	0
epidemiology	0.10462198751603402	ecology	0	0	0
epidemiology	0.10546982448810416	microbiology	0	0	0
epidemiology	0.10596835038208663	epidemiology	1	0	0
epidemiology	0.10794111031558307	ecology	0	0	0
